Name,About
Pollute & Conquer,An economic war over territories and resources is raging on the planet. Will you destroy the planet and all life on it in the chaos of pollution... or prevent the end of the world by developing new technologies? Play with friends using 'Steam Remote' or play against smart AI!
Quiz.com,Play 1000s of free quizzes. Challenge your friends on any device. Use phones or tablets as controllers and compete in multiple question types. Stream friendly!
Third,An experimental serious meta game.
Dreadrun,"DreadRun is a top-down bullet hell with roguelike elements. Where you must explore and gather various forms of loot  such as guns, potions, and perks in a limited period of time in order to evade and shoot  hordes of various enemies  while escorting a payload to safety."
VRQ Test,A simple test will help you measure and better understand your sensitivity to VR so that you can have a better VR experience.
Shining Orb Prequel,"Another day stuck on this floating island under the oppression of the Elves. Another crafty plan to foil their magical dominion and free Humanity. Will you finally break your people from their shackles, or will the clash bring destruction for all? Play the prequel to Shining Orb and find out how it all began!"
Minda,Online Abalone board game.
Virtual Viking,Virtual Viking is immersive training that will enable you to increase your familiarity with Viking valve systems. Experience various industry standard fire protection systems in operation during a building fire. Further discover these systems through observations and guided interactive learning.
Whimsical Wizardry,Whimsical Wizardry is a multiplayer party game about casting spells at your friends. Turn eight maps and four game modes into a chaotic battlefield as you scramble for victory! Who will be the best worst wizard of them all?
American Isekai Prologue,"A story of how 4 normal people became the heroes of the 7 Worlds, or at least, how it all began."
Utility for the Soul,"A miniature meditative puzzle experience based on the Lithuanian-American environment artist Aleksandra Kasuba’s concept of the Retreat House - a unique, utopian facility used by large corporations to rejuvenate their overworked employees."
EggFight,Welcome to EggFight! This is a game of fighting other eggs and accomplishing your mission first. Use various weapons to crash and disturb the other eggs!
Treekeepers,"Coordinate, fly, and blast your way through an oversized cartoon world in this 1-4 player co-op adventure!"
V-Art- VR Painting Studio,A casual VR painting simulation. It's free. And goofy.
Goomanuvr,"In this hilarious and procedurally generated challenging platformer, swing and jump your way though to the goal. Put your skills to the test in Single or Multiplayer."
Shoppe Keep 2 Character Creator Preview,Jump into a preview of Shoppe Keep 2's whimsical character creator! Download now and receive an exclusive Golden Keeper outfit for your character in Shoppe Keep 2 when it launches!
On the Bubble,"Inspired by old-school platforming games, On the Bubble is an action-packed 3D platformer for fans of fast-paced games. The level editor allows anyone to make and share their own creations to be completed at breakneck speeds."
Three Doors: Labyrinth of Fear,"Trapped in darkness, you've lived in fear for as long as you can remember. Now, thirty rooms stand between you and freedom. Each one holds a deadly challenge, but only one path leads forward. One wrong step, and you're lost forever. Open the door!"
Music Boy 3D,Music Boy 3D is a rhythm-based 3D runner game with the unique webcam head-tracking technology. This game is distinguished by the accuracy and interactivity of the sound.
Dark Traveller,"Dark Traveller is an action-packed puzzle game with multiple storylines and open endings. The game tells the story of a world on the brink of apocalypse in the distant future. In the world, you travel through quantum space-time to rescue your homeland on the rocks with the help of your partner!"
全托教师,扮演一位能够管理高中生周末学习生活的全托教师，通过计划版周五安排他们的周末日程，一直持续三年。你可以让他们周末补课，冲击高考；也可以让他们随心所欲，增长见识；更可以让他们培养兴趣，为理想努力。3年后的高考是你高光时间。而多年后他们会回来，看看你培养出来的未来之子吧！
Coronavirus - Nano Force,A fast-paced arcade shooter where you pilot a nano-ship in the fight against the Coronavirus. Grab powerups to upgrade your weapons and eliminate the virus infection.
Triplets Trouble!!!,"Triplets Trouble!!! is a visual novel slice of life about a father and his triplets in a period shortly after the pandemic. Each game played by the children became a mini-game, in a short narrative over seven days in the life of this family."
A Visit to Friends,"A Visit to Friends is a collection of four dioramas, each with their own themes, characters, and puzzles to solve. Catch chickens, put in a day's work, and explore your own subconscious through heterodox methods. All this and more is in store when you take A Visit to Friends."
Morph!,"Morph is a casual game in which you can transform into a bunch of objects in the world of the game, chasing each other, or hiding quietly, and so on."
SYNC,"Launch the SYNC protocol, where you are the ultimate weapon. Your job is to commandeer different robotic synth’s abilities in a high-octane, first-person frenzy. Master the art of SYNCing, and control the pace of battle."
ICE!,--ICE! is a game of iceCubes--
Tafl Champions: Ancient Chess,"Play Tafl Champions, an ancient form of chess dating all the way back to the Vikings! Capture the defender's king while they guide him to escape the battlefield and to freedom. Challenge your enemies, customise your shield, play on multiple platforms and become the ultimate Tafl Champion!"
Shrineflow,Shrineflow is a multiplayer (1 vs 1) hide-and-seek game between a Kitsune and a Ninja. The Kitsune uses her magical abilities to track down her opponent. The Ninja uses his stealth skills to stay undetected while he collects enough to coins to break into the treasure trove.
Save My Sister,"After a young girl is kidnapped by a human trafficking gang, an ex army officer with PTSD has to fight to rescue her. A Third Person shooter with film-noir/neo-noir style"
10 Minute Barbarian,"10 Minute Barbarian is a unique strategy game that combines fast-paced exploration and even faster-paced action battles. Choose your battles, then watch as armies of hundreds crash castle walls, cast spells, and send fireballs into each other's ranks."
Sacred Earth - Alternative,"As a lone girl who has awoken after a long slumber, travel through a broken world to remember just what happened, and where all of your friends have gone in this short, post-apocalyptic fantasy Visual Novel/JRPG with tabletop inspired elements."
Beat the Beat Up!,"'Beat the Beat Up!' is a VR action/rhythm game, where you fight to the beat as the star of your very own Bollywood blockbuster! Do you have what it takes to save this movie?"
VR Construction Lab,Go outside the classroom and get on a job site. Fun Construction VR game where anyone can learn and build different walls with varying levels of difficulty.
VTB Basketball League VR,In this app you can play a basketball three-point field goal and meet the VTB United League history. You will know more about all the league teams and players of VTB hall of fame.
Behind The Barrier,"The year is 1440, and you are a priest that was brave enough to travel to the village of Rosenwood to cleanse the evil spirit (demon) that has been lurking there. . ."
Tiny Balls,"Tiny Balls is a multiplayer party game in which up to 12 friends can play against each other. In the three modes, players control a marble and must either push their friends off the track in a heated race, play a game of tag, or be the last to survive on a platform by pushing their friends off."
Kinese,"A meditative VR experience about wonder, discovery and awe."
Killfest,Killfest is a fast-paced arcade FPS that fuels your adrenaline rush! Shoot and slice your way through the pit by yourself or with friends! Think fast and coordinate your assault as you progress though waves of unique and challenging foes.
Placebo Effect,"Placebo Effect is a fast-paced shooter video game set in a stunning 3D world of hostile inner-space. It combines flying, shooting, and challenging boss fights in a perilous microverse of mystifying science."
Sunshine & Overcast,Sunshine &amp; Overcast is a visual novel.
Traversing Traveler,Play as an alchemist named Taylor using various potions find your way around and unlock new areas to talk to various townsfolk who wish to see the path between villages restored.
BioFusion,"BioFusion is a VR co-op multiplayer, PvE, first-person-shooter, tower defense game. Swing on a grappling hook, ride a hovercraft, throw grenades, collect buffs, build towers and traps. Do what you must to keep the mutants from the Spores of Evolution."
元卡牌2 MetaCard2 序章 Prologue,"Building on the rich card entries of the first generation, this game innovatively incorporates the concept of projectiles. With strategic card combinations and projectile aiming and bouncing features, it guarantees you a refreshing, one-of-a-kind experience with no alternatives online!"
Floating Cuboid,"You are an infinitely jumping cube, that doesn't mean that the challenges in front of you become any easier however, sometimes it is hard to stop yourself and sometimes you go too far, but can you make it just like you were before, in one piece?"
Timemelters - Friend Pass,"Strategy, witches, time travel... and online Coop! Download the Friend's Pass and play the full Coop campaign for free with a friend who owns the full version of TimeMelters!"
Watercolor Hell,"A rouge-lite wave survival bullet hell focused on customizing weapons. Evolve weapon specializations from base weapons each run. Level up to compliment your next build with more projectiles, speed, and starting weapons. Complete chapters to get permanent stacking damage and new weapons."
Future Fragments - Command Z,Future Fragments was developed with support from Jump Into The Light in New York City and was debuted at Cite Internationale des Arts in Paris.
Glitchers: Hack 'em Up,Fight and Hack enemies in this casual beat ‘em up fantasy game with a puzzle twist.
Joy-N Help Me,JOY-N Help ME
Awakening of Legend,"Awakening of Legend is a free, retro-inspired, rogue-like adventure with randomized loot, transferable perks and combat inspired by the Active Time Battle (ATB) system from old school JRPGs."
Ella - a study in realism,"Ella, a study in realism"
Answer Campus,"A visual novel that takes you on a journey through a college campus to explore challenging scenarios around identity markers such as race, gender, sexuality, ableism, and more."
引力魔方(Gravity rubik's cube),"This FPS bullet screen shooting game combines gravity reversal effects, allowing players to control a character that can change gravity to overcome challenges.The game offers four modes. Please note that this is my first game and may have bugs and design flaws. Apologies for any inconvenience caused"
Fight For Eden,Fight For Eden is a fantasy action-RPG VR game where you will follow the story of a young orc enrolled to fight against the half elves' oppression.
Lantern of Worlds - Storybook,'Lantern of Worlds - Storybook' is a collection of adventure games and stories set in the Lantern of Worlds universe.
Invasion Vill,"A traveler ends up in an accident, after which he is forced to find a way to escape the creature that is chasing him. Will you be able to find way to survival?"
ASTRALODE Freeminers,Take to the stars and harvest precious ore from wild asteroids! ASTRALODE Freeminers is asteroid mining puzzle action with an interstellar support crew of colorful misfits.
Bob Fight,"BobFight is a hilarious party game for 2 to 4 players where you play as quirky characters in a series of chaotic mini-games. Take on your friends in uproarious challenges, earn crowns, and become the undisputed king of the party! Who will be the last Bob standing? Find out in BobFight!"
The Beast of Stormy Forest,"Time travel to the past as Detective Cobie Cromwell. Find clues and solve puzzles in this story rich, immersive, virtual reality escape room game. Game to be released in successive chapters, with four total planned."
Atchmo,Experience various contents such as live music performances and music videos by virtual characters such as Vtubers and Vsingers in VR. Switch the camera to enjoy various angles and screenshot your favorite moments. Dive into the world of your faves and enjoy the realistic experience.
Hand of Horzasha,"When a headstrong knight from the sealed-off human world witnesses the neglect of an orphaned child, she abandons her former life as an explorer to protect her newly adopted daughter in life-risking ritual combat in a strange town of monsters. Let our search for 'Horzasha' begin!"
Warrior Next,Few against many... Fight with a handful of Spartans to save Greece. Destroy hordes of enemies until the fight with creatures sent by the Gods. Lots of action for everyone!
Rise Of The Overlords,"Rise of the Overlords is an online multiplayer game that combines collectible card games (CCG) with strategy board games. Build your deck, command your army, and challenge other players in epic combats on stunning dynamic battlefields!"
虚国：元灵召唤 Virtual country: Yuan fairy summon,"Team game War chess: MMORPG + Catch pet + TCG + MOBA | | Fast paced, slow games, | | Easy to use, difficult to master. | | Loss mechanism, life mechanism | | Open world, free trade | | R &amp; D, production , free trad"
"The Sinking Structure, Clione, and Lost Child -Log1","Two silent wanderers,6 full chapters,A game of exploration and adventure."
Ranger Quest: The Adventure Begins,"The adventure begins by navigating your way through the Sanctuary of the Orbs. A mysterious quest, the elemental orbs lying in wait for the ranger to claim and an ancient map to be remade. The Sanctuary of the Orbs is no ordinary building as the corridors twist and turn like a maze."
街机捕鱼城-经典万炮捕鱼,《街机捕鱼城》是一款全新3D休闲竞技类捕鱼，完美还原街机玩法。轻松解锁炮倍，万炮倍率满屏暴击。超百人团队匠心打造。在这里，您将体验到前所未有的视觉盛宴，华丽场景搭配炫酷特效的极致体验。
Njuma,Njuma is a 2D narrative driven pixel game with multiple endings. Be the difference your family needs as they draw their final breath.
STRIKERS,"STRIKERS is an indie fighting game where if you get hit once, you lose. Battle using the Heroes and Villains of the multiverse in Arcade mode to unlock skins and lore, or challenge others and see who is a better fighter!"
AddForce,"Dear fellow Players, Please do not purchase the game anymore because it will become free anytime soon! If you have already purchased it, thanks a million. I do hope you liked it!"
Minigames Master,Minigames Master is a action-packed parkour/wario-ware minigame collection where you can play a lot of the arcade modern minigames.
Containment Breach,"Containment Breach is a wave-based zombie survival game where you can blow the limbs off of enemies. Earn points to unlock doors, buy and upgrade weapons, perks, and equipment. See how fast you can escape the facility or choose to stay and go for the highest round possible."
Oceanum Mortis,A tranquil little RPG for people who appreciate tranquility.
Chrono Rift,"Join the Breach Hunter Guild in Chrono Rift, a multiplayer online coop game of fantasy, action and roguelike elements. Defend the world from monster invasions caused by mysterious breaches and uncover the truth behind the phenomenon. Play now!"
OVER ROAD,An engaging grab action game that takes place on a road floating in the air
Landing,"Conquer gravity and land a rocket on the platform. And over and over again. But conditions will change, and the path is not always clear."
30 Days to be the Best - Ultimate Edition,You have a dream... but the clock is ticking. Your determination and your own two fists are all you have left. Make them count. 30 Days to be the Best is a 3D fighting game with RPG and time management elements.
Special Gulag Rescue Operation,"When the barbarians came and took away your people and put them in gulags, you knew you had to put down your wrench and pick up a gun! Play as an ordinary mechanic from Mariupol in this procedurally generated top-down shooter."
A Game with a Kitty 1 & Darkside Adventures,"Foil a little nerd's world domination plans with Kittey in A Game with a Kitty 1 and help a grumpy little Archchancellor solve a mystery in Darkside Adventures! And as a bonus, the collection also features Treasure Hunter Man 1."
Craft & Conquer,"Craft &amp; Conquer is a Free To Play Idle game that's full of weird art, a bunch of upgrades and many hours of content."
Epic of Tarot,Thousands of years ago the mighty Sage fought with the people of the kingdom against the Demon King's army and sealed it away. Thousands of years later you will play as the Sage's heir and face off again with the Demon King who was sealed thousands of years ago.
Mind Trap,Why do people lie? Try to find a way out of mind labyrinths!
Spectralia,"Spectralia is a free to play clicker game with collectible items. Get one every hour or by daily entering the game. Items can be deleted, traded or exchanged. Some items can be obtained through opening of a container."
Vysions,"Welcome to Vysions, a world made of dreams, where puzzles are truth and you must bring meaning to their madness."
Tales of Novariel,"Explore Novariel, a procedural generated land filled with various slimes. Fight your way through and gain rewards fitting your achievements."
Died Of Fear,“Words have no power to impress the mind without the exquisite horror of their reality” Edgar Allan Poe
Dafen Oil Painting Village: An Immersive Reality,"Dafen Oil Painting Village: An Immersive Reality is a virtual reality experience about global creation, emerging technologies, and the future of media."
Bungo's Bungite Collector,"Collect all of the rarest Bungites and level them up so you can show them off to your friends! Gather Bungcoin to get rarer Bungites, debate them, and watch their stats grow to infinity!"
The Exaggerated Epoch of Edward O'Hare,The Exaggerated Epoch of Edward O'Hare is an action-adventure story game set in an imaginary toy world! Players will traverse the toy-filled landscape and story while combating enemies along the way. TEEEO takes players on an odyssey that will usher nostalgia and excitement for all!
Block Dodge Challenge,Addictive arcade game
ForRest Paper Doll,This is a dress up mini game made for all ForRest creatures! Thanks for all your supports ₍˄·͈༝·͈˄*₎◞ ̑̑
JungleKnight,"This is a casual puzzle game, there will be small monsters on the road, the knight in order to get food need to avoid these monsters in order to get food forward!"
Stickman and the sword of legends,Stickman needs to get the Sword of Legends to be able to leave his planet that is about to explode.
Spring Dogs : Ultimate Multiplayer Battle Royale,"Step into the frenetic universe of Spring Dogs and strive to emerge victorious in this locally focused multiplayer battle royale. Customize your character and challenge up to 17 AI-controlled competitors, 8 human players in split-screen, or 16 in team mode."
Vectrix,"Vectrix is a rhythmic, techno, top-down shoot 'em up with a synthwave soundtrack and a grid of enemies based on John Conway's 'Game of Life' cellular automaton!"
Dark Throne,"Awaken as a knight in this 2D Metroidvania platformer. Explore, unlock abilities, and battle foes to escape a treacherous dungeon."
ZomBay,ZomBay is a zombie shoot'em up game. Survive waves of endless zombies and gain exp to get the best guns!
Brytag Studio,"You are a filmmaker with big ideas and a small budget. With Brytag STUDIO, your story is the game. The free-to-play app gives you the power to bring your big idea to the screen."
Stan,"Obsessive fans are common for artists, but this one is different. He's found his way to the home of J.W. Eel slug, a piano player who just got a deadline from a record label, and is determined to get inside."
Newton,"Newton is a solo 2D pixel art Arcade-platformer. In this historical retro-fantasy game, you will collect apples, master gravity and set high score in this simple but challenging adventure!"
Pray And Spray,Pray And Spray is an online first-person action shooter. Grab a gun and defend yourself from the opposing team.
Wall Force,Wall Force is a multiplayer sidescroller shooter that combines sidescroller shooting with vehicles and a destructible environment on a single battlefield. It provides a fun gunplay experience along with extensive weapon customization and building fortification.
Splat!,Race your way your down a series of increasingly difficult levels avoiding obstacles and trying to reach the end without going Splat!
CHUTNEY: Space Survivor,"CHUTNEY: Space Survivor is a third person, hoard-shooting deck builder where you play as Chutney, shooting down hordes of enemies with his Omni-gun. Alter your attacks by collecting different cartridges and create unique synergies!"
Battle Squares,"Channel your 4 corners and start aiming! Battle squares is an online 8 directional 2D Shooter. Pick your weapons, colored identity and embody the 4 corners! Tumble, Bounce, Recoil and FIGHT!"
Donut Adventure,A kids friendly platform game. Collect coins and jump to the destination.
Royal Duality,"Royal Duality is an immersive dark fantasy visual novel with 15 endings, various side stories and hidden Easter Eggs all set in an engaging lore-rich world"
Oopz-Oofs,"A quirky, playful dog sim where you body-swap with a dog. Waking up from a sweet dream, John finds himself in his dog's body! Sniff, bark, beg, and use paw to interact with the townfolks. Can John find a way to return to his human form, or will this unexpected adventure change them forever?"
Requiem,"Requiem stars Isaiah, as he relives his memories and must defeat the demons that inhabit himself. Delving through surreal realms pocketed throughout the cathedral, Isaiah must confront his deadly sins by warding them off in unique worlds and boss battles."
The Cerberus Project: Horde Arena FPS,"Most FPSes nowadays are just mindless clicker games with guns. The Cerberus Project rejects all of the dumbing down of the last 15 years, and instead builds on the greatest FPS games with unique features such as analog sword movement, original weapons, and new types of enemies. Free demo."
Sorcerers Summit,"An army of contraptions swarm the skies, and it is up to you, a lone sorcerer to defend the castle wall. LET NONE PASS! Move quickly, dash quicker, and bam, boom, blast them out of the skies with your magic. See how long you can last in this simple and stylish score attack game."
Interactive Empathy,"Two small experimental games made as part of a one-week game workshop in Zagreb, Croatia, as part of a project called 'Interactive Empathy - Citizenship &amp; Storytelling in Video Games'. Inside is also a documentary video about the workshop, as well as a booklet about the whole project."
Audio Party Pack,"A party game designed around sound. Includes 3 mini-games featuring 'sound' focused gameplay!This party game is designed with visual impairments in mind as it relies strongly on sound. There are three mini-games, each focusing on a different challenge."
Demonophobia Company,"'Angel of glory, Gloria' joined the 'Demonophobia Company' with disguising herself as 'Demon of vanity, Burbary.' Could Burbary finish her mission and go back to her home?"
New Century Galaxy Legend,"New century Galaxy legend is a free to play barrage game where you avoid barrages from all directions and survive as long as possible. Players who have survived for a long time can gain higher ranking, so try your best to overcome this challenge and keep breaking records!"
Eye of the Beholder,"Step into war-torn enemy territory in this immersive VR game experience based on the Oscar-shortlisted documentary MY ENEMY, MY BROTHER (2015). EYE OF THE BEHOLDER is a 20 minute beta experience that subverts the war-game genre as players must choose to combat or collaborate with others."
SENTINEL,"Explore, fight, and grow stronger as you progress through this 2D Metroidvania-style platformer. Can you uncover the secrets that hide on our moon?"
Toewr le Fence [DISCONTINUED],meme and reference filled tower defense game (real) (also discontinued)
Lanesplitterz,Lanesplitterz is a 3D arcade-style bowling game. Join Hiro as he competes in a brutal bowling tournament to become King of Neo Las Vegas!
Pasajeros,"Pasajeros is developed through a collection of urban and surreal stories collected in a taxi in Bogotá . It’s a four-night adventure packed with micro-stories of vampires, mariachis, and thugs. In addition to the opportunity to find love or madness in the night magic of a city."
しんせいかつ,何気ない日常、あなたは最後に気づくでしょう。
Pixel Dungeon RPG,"Welcome to Pixel Dungeon RPG, where every adventure is unique and thrilling! Dive into procedurally generated dungeons filled with hidden treasures, cunning traps, and fierce monsters."
WhiteTrick,"WhiteTrick is a turn-based multiplayer board game that pits police officers against second-hand dealer fraudsters. White evades the police and commits additional crimes. And the police deployed to prevent his further crimes investigate, find clues, guess his route, and apprehend White!"
Goblin Gladiators,"Live fast, die ridiculously! The big brawl has begun, and you are invited to unleash chaos in the most thrilling battle arena ever seen through the eyes of goblins. Will your pack of cunning goblin fighters rise to the top and claim victory in this heart-pounding spectacle?"
Poker Train,Poker Train is a VIDEO POKER game where you play scoring hands to keep the wheels turning. Use your best combinations to build steam and run the train as far as you can. Complete quests and find all the secrets the railroad has to offer!
FierceWind Decay,"Endless guidance, endless reincarnation"
Pet Crossing,"A cruiser came to a blue planet and found a planet with many ice-blocked caves, which contained frozen animals that were sent in before the catastrophe. Only paired animals could survive after thawing. The expedition team needs your wisdom to help match these animals and restore life to the planet."
Kimi sae Ireba,"Hundreds of years later, humans and Heflites coexist on a hidden planet near Earth. Finding a mate is the goal, but will something like that really help her break free from the deep darkness she experienced as a child? '...This feeling...is not an obsession...'"
AI Solitaire,"AI Solitaire features Klondike Solitaire and Pyramid Solitaire, 18 different deck styles, and has password protected parental controls. The base game is offered for free and can be played as is without any cost forever."
Hyperland,"Pick up, fire and dodge the bombs! An action-packed multiplayer casual shooter with basic moves but still easy to play."
Desolate Shores,Desolate Shores is a single player shooter game based in a Mars of the future. You have landed on one of the new islands that dot the land. Find your superior office and follow instructions to collect what you need and escape
COVID 23 : Test Labs,"Infiltrate hazardous facilities, plant explosives, gather vital evidence, and save survivors while battling against nightmarish mutations. Brace yourself for an intense and action-packed mission to overcome the unexpected horrors that await."
Steel Century Groove: Midnight,"Pilot mecha in rhythm-RPG dance battles in this free standalone adventure from the world of Steel Century Groove. Assemble a squad of colossal dancers, challenge every rival you lock eyes with, and groove your way through a neon city where it's always night."
Fandominion,"Battle it out as your chosen champion to prove who has the best fandom! 2-4 players can fight across multiple venues in this brawler party game. Attack other champions, avoid stage hazards, and win minigames! Decide which nerd will come out on top and which fandom is superior in Fandominion!"
MiniTrans,"MiniTrans is a city building and traffic simulation game. Players independently build main cities and satellite cities, develop metropolitan areas and city clusters, and build various transportation facilities between urban areas to transport commuters to earn taxes."
Dreams Of Adventure,Dreams Of Adventure brings you in a world of medival fantasy where you chose how to play and impact the world around you. Will you help a person in need? Want them to pay you for help? Perhaps... you end their life and take the bellongings...? The choice is yours!
Fantasy Lands,"A single player strategy game in the style of euro board games. Around 30 minutes per game. Collect resources. Explore. Recruit adventurers and fight monsters or complete quests. Improve lands. Research spells. Unlock races, adventurers, land &amp; quest cards, spells and monsters."
StartPlay,"StartPlay is the free and ultimate game creator for kids, allowing young minds to bring their imagination to life without writing a single line of code! This free, user-friendly game builder empowers children to design, develop, and share their own games with players around the world."
Space Mercenary Shooter : Episode 2,"Space Mercenary Shooter is an episodic FPS inspired by early shooter games, featuring handcrafted levels and a fully voice-acted cast of characters."
Terra Inferno,"Humans are ruining the lush world of Terra Inferno! Embody nature's wrath in this Turn-Based Tactics meets Resource Management Game, evoke natural calamities to devastate the human onslaught!"
Island Assault,You Assault A Island What Is Under Russian Control and you need to destroy enemy vehicles and supplies and there will be mission to do or free roam around the map or you could build build a base with the money you will have to get the player is a a robot show is being controlled by human
Kedemara - The Orphan's Ballad (Ch. 1-5),"The story details the comedic and inspiring tale of a girl trying to recall her past, all the while trudging forward with the help of her ragtag, whimsical friends. With the simple intent to find out who her parents are, Deirdre will unknowingly dismantle the largest conspiracy of her era."
Towards the Unknown,"Dive into the Rift and discover the various mysteries it holds. Between mystical creatures and legendary artifacts, you will have to be strategic on this expedition. Die, pass the torch to another explorer and head into the unknown."
The Fantastic Adventure of Monsieur Grape,"The Fantastic Adventure of Monsieur Grape is a 2.5D platformer where you play as Monsieur Grape: A high brow, high class, grape who is trying to save his friend Peanut from an evil piece of bread!"
Winter Wastelands,"Winter Wastelands is a sci-fi fantasy action-adventure game about fighting bosses, exploring unique locations, gathering items that come with different costumes and special abilities, and trying to make it back home."
One Night in Kawami,Meet a new friend in the dreamlike City of Rivers. One Night in Kawami is a short visual novel about meeting new friends in an unknown city and possibly reshaping reality as you thought you knew it.
SafeHome,SafeHome - author's visual novel from a young storyteller. He is 9 years old. A game about survival in a post-world with limited resources and without hope!
Streamer Future Wars,Questionable Gacha game where you can collect completely unique streamer characters!
Master RNG,A simple 2d game where you roll for different items! These items you get will become rarer and rarer as you collect them.
Room 54 - Horde Survival,"Survive at Hordes of Creatures in this 'Spin-Off' modality of our Main Title - Room 54. Gear up , unlock new weapons / abilities and fight!"
Ecosphere - Prologue,The Pirate Princess must infiltrate a memorial to steal an orb with the power to control nature: Ecosphere. Will you manage to steal the precious loot?
I was born poor,Cherubino is a boy who was born poor and he lives in village where TV is provided for free by local government. His life is truely surrounded by nothingness. But Cherubino is getting his way through poverty with the spiritual help of 'Brahmana' of Brahmanas.
Impressions,WE'RE NOT ALONE. HOW DO YOU FEEL? Take on the role of a news pundit in Impressions. Give your thoughts on the discovery of aliens to the people watching and shape the world's perception on the newly discovered aliens.
Slice Of Ages,A top down action rpg with rougelike elements. You'll encounter plenty of opposition trying to make your way to the Slice of Ages. Slice your way through hordes of enemies with unique relics in order to stop Dastardly Duck.
Ready? Set. Haiya!,"Ready? Set. Haiya! is a fighting-styled rhythm game, where players follow on-screen commands and try to time them as perfectly as they can, to try and beat their opponents to the beat in this epic groovy showdown."
Cold Massacre,"Cold Massacre is a survival horror game where you play as a person running away from himself. You have to find your way out of a seemingly endless nightmare that you put yourself into. A relentless killer is chasing after you and it doesn't quite seem human, how will you ever get out?"
Christmas Countdown,Join Santa's elves in a festive race against time to wrap presents and fill Santa's sleigh before Christmas Eve in this fun and cheerful game for the whole family.
Clutch: The Drift Simulation,Clutch is an effort to create the closest to real life car drifting simulation but in a “game” form. The goal is to create a professional level game that closest simulates real driving with the largest support for modding. The secondary goal is to mimic the fun of real life drifting and community.
Fiora Arc,Care for the island while fighting for your life to escape Cardigan.
Cave Game,A simple concept with infinite possibilites. A procedurally generated 2D platformer.
Mars Mission,The Mars Mission offers real companies and work processes for career orientation! Explore different professions and work processes and find your dream job! You can currently choose between 10 professions and simulate their work processes.
Goddess Connect,"Goddess Connect is a cute anime-style idle game where you dive into a never-ending adventure to collect Heroes, defeat Devils, and become a Legend. Your actions will influence the world around you—come meet these heroes now!"
Tarlis World,'Tarlis World' is game where you rule the world with your own tactic or strategy to achieve your goals!
The Ducksuckers,"The Ducksuckers is a Kinetic Comedy Visual Novel about music, battling inner demons and the inability to let go. Taking about 40-60 minutes to read it's a short and sweet read, with some dramatic elements."
Cooktopia,Cook and serve the best burgers in the world as fast as you can. Do you have what it takes to be the best chef in the world?
Märchen Kanna,"A free RPG that lets you travel through a world with a picture book-like ambience. The story takes place in a peaceful world where wizards live. In battle scenes, a unique system allows you to specify the shape of attacks according to the enemy's position. Fun for everyone from beginners to gamers!"
悪梦er-mo,Record the buildings in which your dreams appear
Starcade FACTIONS,"Starcade FACTIONS is a turn-based strategy game that puts you in command of epic, fast-paced ship battles, perfect for quick bursts of action."
Spider-Guy: Trapped in the Cheese Place,take the role of spider guy and escape the cheese place!
The Real Laser Ball,"A physics based, arcade, high score chaser with a progression system and a fetish for the 80’s. In The Real Laser Ball you’re a ball… with a laser."
MISKATONIC,"Miskatonic is a fantastical VR shooter game. The game will transport the player visually, as well as through their senses, while also navigating a meaningful narrative of the magical world of Miskatonic University."
Two Clusters: Kain,Follow Kain's space adventure.
Niva,"Help Astri find his data cards and beat levels to reach his ship, in this hard-to-finish platformer. Complete all the hand-crafted levels, finish as much as you can and become a god of the universe."
Stay Safe 2020,"You’ve been stuck in quarantine lockdown for months now, but a phone call from a desperate, old woman forces you to risk your life to find her! Can you locate her in time!?"
Project Noah,"Welcom aboard! You're now the crew of Revision, global leading company of space exploration. Operate Project Noah. Follow the manual. The destiny of space explorer dog Noah is on your hand."
Minor Scale,Minor Scale is a rhythm-based tower defense game with a 2D / 3D hybrid whimsical aesthetic. You will conduct a band of cute little Critters to defend their jam session from the creepy Crawlies threatening their home with the power of music.
The Nameless Braves: Heaven (Episode 1),"The Nameless Braves is a kinetic-style Visual Novel. Set in the fantasy continent of Ankh-Seah during a dour era referred to as 'The Dark Age', one young man strives through trials and heartbreak to accomplish his dream of becoming a hero."
MYRNEscapes,"A single player exploration game, with audio-reactive elements set to the music of MYRNE's Circles EP"
Bishi and the Alien Slime Invasion!,"Bishi jumps and boomerang attacks his way through three worlds to stop the Alien Slime Invasion, and stop the appropriately named Doctor Evilworth!"
Golf Solitaire Simple,A simple Golf Solitaire game with several common rule variations and a challenge mode! Can you beat all of the levels?
Goalienator,Start your journey into virtual goaltending. Train your reaction skills in multiple game modes and tweaks training settings to fit your skill level. Prove your skills by competing in leaderboards and collect achievements.
Polygon Hell,A multiplayer PvE first person shooter where you have to kill hordes of animals and insects to save the world. Embark on a semi-Non-Euclidean journey to the unknown and make it difficult to follow your footsteps.
BoboInvasion,"BoboInvasion is a classic spaceshooter game. Face waves of aliens with increasing difficulty, dodge their attacks, and choose a ship upgrade that suits your style to win"
Square x Square,"Battle friends in 2D arenas with looping edges, random power-ups, and over a thousand loadout combinations"
Water Defense,"A strategy game that not only entertains, but also educates. Prevent pollution of natural resources with ACO products and score higher than others!"
Sanguo: War Under Heaven,"Sanguo: War Under Heaven is a real-time strategy game set in ancient China, featuring rapid-fire battles and extensive customization."
